5.894075567935849413e+00,-6.415819951488617612e+00,-8.194456393073906497e+00
4.821933611232590344e+00,-4.429323775434028221e+00,-8.263782197912549421e+00
4.022917988177794335e+00,-2.797975935979997608e+00,-8.203038673618818777e+00
3.441617128574407491e+00,-1.433997253194615018e+00,-8.064588979259246670e+00
3.035475695908044003e+00,-2.652262219872317806e-01,-7.879282664854705409e+00
2.772190097725196090e+00,7.671751447808495827e-01,-7.664676505944659546e+00
2.627590656082903653e+00,1.711310735296431851e+00,-7.429992993763347542e+00
2.583963901975905308e+00,2.606932839207586117e+00,-7.179043765952857648e+00
2.628744059607615480e+00,3.487457899653666704e+00,-6.911884982905511343e+00
2.753501992156972111e+00,4.381595680652263347e+00,-6.625672925538264479e+00
2.953167867187108442e+00,5.314620191306070218e+00,-6.314996805698969595e+00
3.225432790406301375e+00,6.309317333923348592e+00,-5.971850166496421863e+00
3.570282935614981668e+00,7.386632078800156265e+00,-5.585329196508244110e+00
3.989625217909351207e+00,8.566016140143309698e+00,-5.141104870913253855e+00
4.486966215011483072e+00,9.865449370940359231e+00,-4.620694883251230678e+00
5.067105593913685979e+00,1.130107427348505311e+01,-4.000557674882830206e+00
5.735801381590031056e+00,1.288634453694300852e+01,-3.251046336129951531e+00
6.499356973521524417e+00,1.463054573228437505e+01,-2.335300247805496276e+00
7.364069108290622445e+00,1.653650714357311813e+01,-1.208226560297661845e+00
8.335463278618199467e+00,1.859730143524007318e+01,1.841549996348060547e-01
9.417231342534403638e+00,2.079175341810393363e+01,1.904549155769930335e+00
1.060978212319265168e+01,2.307870245170267154e+01,4.022706544930867878e+00
1.190833166776266872e+01,2.539026169753342543e+01,6.611255756828420260e+00
1.330051509991906222e+01,2.762488959393816046e+01,9.737853832437828316e+00
1.476362285503557992e+01,2.964200530407711653e+01,1.345250735053469349e+01
1.626177589946999191e+01,3.126108567300356711e+01,1.776956290698415231e+01
1.774366234689457045e+01,3.226931598680653934e+01,2.264553860219904990e+01
1.914180803115352703e+01,3.244207115300423538e+01,2.795690624088979703e+01
2.037459332377218146e+01,3.157847758161157259e+01,3.348564685171189126e+01
2.135209622104274629e+01,2.954895807711215028e+01,3.892305594068671581e+01
2.198606604831809008e+01,2.634360707281779668e+01,4.390076445154714690e+01
2.220287182583465579e+01,2.210324689086364103e+01,4.804970867113874533e+01
2.195658124943151890e+01,1.711521521597913065e+01,5.107419974017585673e+01
2.123835057859461983e+01,1.176728449181072911e+01,5.281652905901218276e+01
2.007892531641055811e+01,6.471790593735888386e+00,5.328708861869648672e+01
1.854329417898912880e+01,1.586619834973335141e+00,5.264889337102289346e+01
1.671931164084936228e+01,-2.639956308151600872e+00,5.116570490141988614e+01
1.470392016186355377e+01,-6.087244633547266304e+00,4.913663463560921940e+01
1.259066856355376807e+01,-8.746902684551891127e+00,4.684005925446239615e+01
1.046089588062901754e+01,-1.068917621293363318e+01,4.449942820939985211e+01
8.379222831466252686e+00,-1.202604793075465928e+01,4.227172648133800692e+01
6.392696231480767821e+00,-1.288130540231142440e+01,4.025211815163986984e+01
4.532363819419866324e+00,-1.337107376213972643e+01,3.848667350574339707e+01
2.816069639161842275e+00,-1.359394085810884434e+01,3.698688153287645974e+01
1.251567017532409842e+00,-1.362796423868369899e+01,3.574239889724280062e+01
-1.605964448820985380e-01,-1.353173435820568038e+01,3.473071523606965627e+01
1.539443072486736730e+00,6.584069093566892406e+00,-2.306806196266171227e+00
2.041242335549673381e+00,7.057008734115564508e+00,-2.125513889140918433e+00
2.547180800907284492e+00,7.671790482254046140e+00,-1.902823388228604085e+00
3.070266172873014288e+00,8.426901606438425674e+00,-1.629670383317035620e+00
