-1.424675524841512164e+00,-1.334734074426661188e+01,3.392374714392848034e+01
-2.547869068958602323e+00,-1.310387725912571177e+01,3.329194927568250506e+01
-3.538966736962601001e+00,-1.282075810589518028e+01,3.280665198303866248e+01
-4.407417091517384478e+00,-1.251053111787055094e+01,3.244124311848013775e+01
-5.162724052096391070e+00,-1.218111111443256078e+01,3.217165584198860984e+01
-5.814086592884884830e+00,-1.183747029003864704e+01,3.197647511544393240e+01
-6.370210321533049225e+00,-1.148286726209341246e+01,3.183685936803392380e+01
-6.839235570190397517e+00,-1.111970324537278643e+01,3.173638801485108374e+01
-7.228738871564333479e+00,-1.075008728659989288e+01,3.166089473433996559e+01
-7.545776928841878117e+00,-1.037617897697497149e+01,3.159831000465771211e+01
-7.796950515180813390e+00,-1.000036499871668205e+01,3.153851891076042691e+01
-7.988473028157787148e+00,-9.625314847844688160e+00,3.147323026499830334e+01
-8.126233414192423510e+00,-9.253952987370327676e+00,3.139585026184407823e+01
-8.215847704907124793e+00,-8.889377431807956143e+00,3.130135353740687876e+01
-8.262696299989775284e+00,-8.534749243241844141e+00,3.118614687821395748e+01
-8.271946589316900855e+00,-8.193172351792183505e+00,3.104792347405494723e+01
-8.248562127904076391e+00,-7.867578480873636870e+00,3.088550844287521002e+01
-8.197300683730688320e+00,-7.560627705983624658e+00,3.069869854790018593e+01
-8.122704040665370329e+00,-7.274631237693794716e+00,3.048810050396958715e+01
-8.029082640149633576e+00,-7.011499584114540440e+00,3.025497290074328305e+01
-7.920497997967389736e+00,-6.772716361471916358e+00,3.000107666474174906e+01
-7.800745471982554413e+00,-6.559335783246549312e+00,2.972853830546113940e+01
-7.673339434801023096e+00,-6.372000355396007620e+00,2.943972908375162589e+01
-7.541502361529017762e+00,-6.210974456564259505e+00,2.913716208591796786e+01
-7.408158715666557370e+00,-6.076189102640343620e+00,2.882340783589585342e+01
-7.275934034477528733e+00,-5.967293439751196082e+00,2.850102810476854742e+01
-7.147159169470577389e+00,-5.883708962502027795e+00,2.817252672325712837e+01
-7.023879270984357603e+00,-5.824683069033935290e+00,2.784031554043155055e+01
-6.907866882376660911e+00,-5.789339380727877682e+00,2.750669339450053386e+01
-6.800638329835927642e+00,-5.776722937925321766e+00,2.717383579596281962e+01
-6.703472566737488592e+00,-5.785839101556212505e+00,2.684379309635624367e+01
-6.617431586487754203e+00,-5.815685527287767442e+00,2.651849507159321817e+01
-6.543381596996791671e+00,-5.865277054007152380e+00,2.619976009543535156e+01
-6.482014209661214110e+00,-5.933663667186853452e+00,2.588930735164798236e+01
-6.433867005631598524e+00,-6.019941937127474496e+00,2.558877081469823977e+01
-6.399342925070226507e+00,-6.123260430495679252e+00,2.529971393080920095e+01
-6.378728076870714858e+00,-6.242819739196308504e+00,2.502364427066897790e+01
-6.372207609650686777e+00,-6.377867682241494585e+00,2.476202745485888812e+01
-6.379879402985868531e+00,-6.527690241752754474e+00,2.451629985552061441e+01
-6.401765425128967735e+00,-6.691598793701525771e+00,2.428787970335337221e+01
-6.437820610914113395e+00,-6.868914058221265329e+00,2.407817616852305775e+01
-6.487939238846463397e+00,-7.058947214463728415e+00,2.388859611546379114e+01
-6.551958783473532222e+00,-7.260978536838945452e+00,2.372054815673662631e+01
-6.629661255228196381e+00,-7.474233908955417505e+00,2.357544361161386348e+01
-6.720772098500633618e+00,-7.697859590508538297e+00,2.345469392861492253e+01
-6.824956718121329757e+00,-7.930895642779096200e+00,2.335970409800844294e+01
-6.941814764727809006e+00,-8.172248496185446243e+00,2.329186151586344877e+01
-7.070872334164508999e+00,-8.420663270583879978e+00,2.325251973425698182e+01
-7.211572302107068566e+00,-8.674696646028223768e+00,2.324297652634301059e+01
-7.363263051335202647e+00,-8.932691215663382422e+00,2.326444574615645777e+01
-7.525185944722981191e+00,-9.192752534641055462e+00,2.331802253620196907e+01
-7.696462009551452432e+00,-9.452730431187003290e+00,2.340464154542907593e+01
